Year,Month,Day,Global-mean of ERA5 two-metre temperature (deg C) averaged from hour 0 to hour 23,Global-mean temperature increase (deg C) above 1850-1900 reference level 
1963,12,8,12.217,0.329
1963,12,9,12.111,0.243
1963,12,10,12.027,0.179
1963,12,11,11.998,0.169
1963,12,12,11.937,0.128
1963,12,13,11.943,0.152
1963,12,14,11.947,0.172
1963,12,15,11.934,0.175
1963,12,16,11.946,0.203
1963,12,17,11.946,0.218
1963,12,18,11.953,0.239
1963,12,19,11.993,0.293
1963,12,20,12.031,0.345
1963,12,21,12.036,0.362
1963,12,22,12.069,0.407
1963,12,23,12.056,0.406
1963,12,24,12.063,0.426
1963,12,25,12.033,0.408
1963,12,26,12.013,0.399
1963,12,27,12.041,0.438
1963,12,28,11.998,0.405
1963,12,29,11.956,0.373
1963,12,30,11.956,0.383
1963,12,31,11.996,0.433
1964,1,1,12.07,0.512
1964,1,2,12.117,0.568
1964,1,3,12.097,0.556
1964,1,4,12.088,0.555
1964,1,5,12.076,0.552
1964,1,6,12.006,0.49
1964,1,7,11.92,0.41
1964,1,8,11.804,0.301
1964,1,9,11.729,0.233
1964,1,10,11.707,0.216
1964,1,11,11.645,0.16
1964,1,12,11.595,0.113
1964,1,13,11.585,0.106
1964,1,14,11.584,0.108
1964,1,15,11.628,0.154
1964,1,16,11.683,0.21
1964,1,17,11.729,0.257
1964,1,18,11.717,0.246
1964,1,19,11.7,0.228
1964,1,20,11.685,0.213
1964,1,21,11.737,0.264
1964,1,22,11.81,0.335
1964,1,23,11.824,0.345
1964,1,24,11.79,0.307
1964,1,25,11.804,0.316
1964,1,26,11.836,0.343
1964,1,27,11.827,0.329
1964,1,28,11.767,0.264
1964,1,29,11.75,0.241
1964,1,30,11.786,0.269
1964,1,31,11.84,0.315
1964,2,1,11.89,0.355
1964,2,2,11.943,0.396
1964,2,3,12.015,0.458
1964,2,4,12.088,0.519
1964,2,5,12.149,0.568
1964,2,6,12.097,0.503
1964,2,7,12.005,0.399
1964,2,8,11.911,0.291
1964,2,9,11.917,0.282
1964,2,10,11.955,0.305
1964,2,11,11.972,0.308
1964,2,12,11.984,0.306
1964,2,13,12.043,0.35
1964,2,14,12.06,0.352
1964,2,15,11.991,0.268
1964,2,16,11.945,0.207
1964,2,17,11.931,0.176
1964,2,18,11.985,0.213
1964,2,19,12.025,0.234
1964,2,20,12.053,0.244
1964,2,21,12.072,0.245
1964,2,22,12.106,0.259
1964,2,23,12.123,0.256
1964,2,24,12.145,0.259
1964,2,25,12.143,0.236
1964,2,26,12.188,0.259
1964,2,27,12.237,0.285
1964,2,28,12.262,0.287
1964,2,29,12.262,0.263
1964,3,1,12.236,0.213
1964,3,2,12.296,0.249
1964,3,3,12.312,0.242
1964,3,4,12.263,0.169
1964,3,5,12.252,0.133
1964,3,6,12.28,0.136
1964,3,7,12.288,0.118
1964,3,8,12.307,0.113
1964,3,9,12.344,0.124
1964,3,10,12.43,0.184
1964,3,11,12.498,0.225
1964,3,12,12.549,0.249
1964,3,13,12.561,0.232
1964,3,14,12.59,0.231
1964,3,15,12.653,0.264
1964,3,16,12.687,0.267
1964,3,17,12.693,0.241
1964,3,18,12.68,0.197
1964,3,19,12.63,0.116
1964,3,20,12.603,0.058
1964,3,21,12.602,0.027
1964,3,22,12.613,0.007
1964,3,23,12.671,0.035
1964,3,24,12.689,0.023
1964,3,25,12.762,0.065
1964,3,26,12.743,0.016
1964,3,27,12.724,-0.034
1964,3,28,12.758,-0.03
1964,3,29,12.833,0.014
1964,3,30,12.955,0.105
1964,3,31,13.015,0.133
1964,4,1,13.068,0.154
1964,4,2,13.061,0.115
1964,4,3,13.08,0.101
1964,4,4,13.082,0.07
1964,4,5,13.092,0.046
1964,4,6,13.11,0.029
1964,4,7,13.179,0.063
1964,4,8,13.203,0.053
1964,4,9,13.255,0.069
1964,4,10,13.379,0.159
1964,4,11,13.489,0.234
1964,4,12,13.556,0.266
1964,4,13,13.566,0.244
1964,4,14,13.575,0.22
1964,4,15,13.58,0.192
1964,4,16,13.562,0.143
1964,4,17,13.544,0.093
1964,4,18,13.478,-0.005
1964,4,19,13.495,-0.02
1964,4,20,13.525,-0.023
1964,4,21,13.546,-0.035
1964,4,22,13.589,-0.026
1964,4,23,13.634,-0.014
1964,4,24,13.71,0.028
1964,4,25,13.767,0.052
1964,4,26,13.788,0.038
1964,4,27,13.804,0.021
1964,4,28,13.912,0.095
1964,4,29,14.003,0.153
1964,4,30,14.073,0.189
1964,5,1,14.083,0.167
1964,5,2,14.077,0.128
1964,5,3,14.089,0.11
1964,5,4,14.182,0.172
1964,5,5,14.244,0.206
1964,5,6,14.295,0.229
1964,5,7,14.379,0.285
1964,5,8,14.341,0.219
1964,5,9,14.378,0.226
1964,5,10,14.409,0.228
1964,5,11,14.358,0.147
1964,5,12,14.378,0.137
1964,5,13,14.458,0.187
1964,5,14,14.504,0.204
1964,5,15,14.507,0.176
1964,5,16,14.537,0.175
1964,5,17,14.631,0.238
1964,5,18,14.664,0.24
1964,5,19,14.729,0.276
1964,5,20,14.767,0.284
1964,5,21,14.823,0.311
1964,5,22,14.83,0.288
1964,5,23,14.83,0.259
1964,5,24,14.876,0.277
1964,5,25,14.888,0.261
1964,5,26,14.802,0.147
1964,5,27,14.767,0.084
1964,5,28,14.79,0.079
1964,5,29,14.819,0.081
1964,5,30,14.826,0.061
1964,5,31,14.91,0.119
1964,6,1,14.99,0.173
1964,6,2,15.021,0.178
1964,6,3,15.07,0.202
1964,6,4,15.061,0.166
1964,6,5,15.036,0.116
1964,6,6,15.003,0.057
1964,6,7,15.075,0.105
1964,6,8,15.217,0.224
1964,6,9,15.348,0.332
1964,6,10,15.417,0.379
1964,6,11,15.395,0.337
1964,6,12,15.355,0.278
1964,6,13,15.385,0.288
1964,6,14,15.405,0.29
1964,6,15,15.419,0.287
1964,6,16,15.376,0.227
1964,6,17,15.288,0.122
1964,6,18,15.285,0.104
1964,6,19,15.331,0.134
1964,6,20,15.371,0.159
1964,6,21,15.39,0.163
1964,6,22,15.439,0.199
1964,6,23,15.498,0.245
1964,6,24,15.519,0.253
1964,6,25,15.532,0.254
1964,6,26,15.523,0.234
1964,6,27,15.579,0.279
1964,6,28,15.638,0.327
1964,6,29,15.644,0.323
1964,6,30,15.586,0.254
1964,7,1,15.582,0.24
1964,7,2,15.613,0.262
1964,7,3,15.577,0.217
1964,7,4,15.502,0.134
1964,7,5,15.434,0.058
1964,7,6,15.48,0.097
1964,7,7,15.604,0.215
1964,7,8,15.725,0.329
1964,7,9,15.851,0.449
1964,7,10,15.92,0.513
1964,7,11,15.957,0.543
1964,7,12,15.958,0.538
1964,7,13,15.938,0.513
1964,7,14,15.913,0.482
1964,7,15,15.875,0.439
1964,7,16,15.832,0.391
1964,7,17,15.807,0.362
1964,7,18,15.776,0.326
1964,7,19,15.745,0.292
1964,7,20,15.727,0.271
1964,7,21,15.819,0.36
1964,7,22,15.795,0.333
1964,7,23,15.701,0.237
1964,7,24,15.675,0.209
1964,7,25,15.674,0.207
1964,7,26,15.681,0.213
1964,7,27,15.661,0.193
1964,7,28,15.684,0.216
1964,7,29,15.694,0.227
1964,7,30,15.665,0.2
1964,7,31,15.638,0.175
1964,8,1,15.585,0.125
1964,8,2,15.581,0.124
1964,8,3,15.57,0.116
1964,8,4,15.583,0.134
1964,8,5,15.606,0.162
1964,8,6,15.649,0.211
1964,8,7,15.64,0.208
1964,8,8,15.585,0.159
1964,8,9,15.51,0.091
1964,8,10,15.464,0.052
1964,8,11,15.452,0.048
1964,8,12,15.466,0.072
1964,8,13,15.444,0.059
1964,8,14,15.421,0.048
1964,8,15,15.422,0.061
1964,8,16,15.427,0.079
1964,8,17,15.418,0.085
1964,8,18,15.438,0.119
1964,8,19,15.404,0.1
1964,8,20,15.372,0.085
1964,8,21,15.416,0.146
1964,8,22,15.413,0.16
1964,8,23,15.372,0.138
1964,8,24,15.303,0.088
1964,8,25,15.284,0.089
1964,8,26,15.303,0.127
1964,8,27,15.24,0.084
1964,8,28,15.218,0.083
1964,8,29,15.163,0.05
1964,8,30,15.092,0
1964,8,31,15.088,0.018
1964,9,1,15.029,-0.019
1964,9,2,14.937,-0.087
1964,9,3,14.904,-0.098
1964,9,4,14.926,-0.053
1964,9,5,14.901,-0.055
1964,9,6,14.875,-0.057
1964,9,7,14.83,-0.078
1964,9,8,14.809,-0.075
1964,9,9,14.796,-0.062
1964,9,10,14.739,-0.094
1964,9,11,14.674,-0.133
1964,9,12,14.628,-0.152
1964,9,13,14.559,-0.194
1964,9,14,14.511,-0.215
1964,9,15,14.506,-0.193
1964,9,16,14.44,-0.231
1964,9,17,14.397,-0.247
1964,9,18,14.438,-0.178
1964,9,19,14.483,-0.105
1964,9,20,14.501,-0.058
1964,9,21,14.485,-0.045
1964,9,22,14.471,-0.029
1964,9,23,14.489,0.018
1964,9,24,14.484,0.043
1964,9,25,14.399,-0.011
1964,9,26,14.254,-0.125
1964,9,27,14.123,-0.225
1964,9,28,13.993,-0.322
1964,9,29,13.95,-0.332
1964,9,30,13.964,-0.285
1964,10,1,13.957,-0.259
1964,10,2,13.878,-0.303
1964,10,3,13.811,-0.336
1964,10,4,13.799,-0.313
1964,10,5,13.873,-0.203
1964,10,6,13.878,-0.162
1964,10,7,13.849,-0.154
1964,10,8,13.836,-0.13
1964,10,9,13.823,-0.106
1964,10,10,13.785,-0.106
1964,10,11,13.723,-0.131
1964,10,12,13.723,-0.093
1964,10,13,13.707,-0.07
1964,10,14,13.654,-0.083
1964,10,15,13.584,-0.114
1964,10,16,13.545,-0.113
1964,10,17,13.497,-0.121
1964,10,18,13.407,-0.171
1964,10,19,13.253,-0.285
1964,10,20,13.196,-0.303
1964,10,21,13.147,-0.313
1964,10,22,13.067,-0.355
1964,10,23,13.053,-0.33
1964,10,24,13.021,-0.324
1964,10,25,12.983,-0.324
1964,10,26,12.912,-0.358
1964,10,27,12.963,-0.27
1964,10,28,13.017,-0.178
1964,10,29,12.965,-0.193
1964,10,30,12.948,-0.174
1964,10,31,12.924,-0.161
1964,11,1,12.903,-0.144
1964,11,2,12.892,-0.118
1964,11,3,12.897,-0.075
1964,11,4,12.914,-0.021
1964,11,5,12.933,0.036
1964,11,6,12.923,0.063
1964,11,7,12.876,0.053
1964,11,8,12.821,0.034
1964,11,9,12.755,0.004
1964,11,10,12.734,0.019
1964,11,11,12.697,0.019
1964,11,12,12.644,0.003
1964,11,13,12.559,-0.047
1964,11,14,12.526,-0.046
1964,11,15,12.552,0.014
1964,11,16,12.553,0.048
1964,11,17,12.5,0.028
1964,11,18,12.496,0.056
1964,11,19,12.416,0.008
1964,11,20,12.289,-0.088
1964,11,21,12.163,-0.182
1964,11,22,12.072,-0.242
1964,11,23,12.085,-0.198
1964,11,24,12.168,-0.084
1964,11,25,12.253,0.032
1964,11,26,12.208,0.017
1964,11,27,12.106,-0.056
1964,11,28,12.021,-0.113
1964,11,29,11.943,-0.165
1964,11,30,11.87,-0.212
1964,12,1,11.877,-0.18
1964,12,2,11.944,-0.088
1964,12,3,11.966,-0.042
1964,12,4,11.941,-0.045
1964,12,5,11.888,-0.076
1964,12,6,11.828,-0.115
1964,12,7,11.776,-0.145
1964,12,8,11.779,-0.122
1964,12,9,11.798,-0.083
1964,12,10,11.781,-0.08
1964,12,11,11.776,-0.066
1964,12,12,11.788,-0.036
1964,12,13,11.736,-0.07
1964,12,14,11.7,-0.089
1964,12,15,11.663,-0.109
1964,12,16,11.561,-0.196
1964,12,17,11.54,-0.202
1964,12,18,11.547,-0.182
1964,12,19,11.61,-0.105
1964,12,20,11.733,0.031
1964,12,21,11.814,0.124
1964,12,22,11.907,0.229
1964,12,23,11.933,0.268
1964,12,24,11.889,0.236
1964,12,25,11.863,0.222
1964,12,26,11.777,0.148
1964,12,27,11.673,0.056
1964,12,28,11.594,-0.012
1964,12,29,11.547,-0.049
1964,12,30,11.547,-0.038
1964,12,31,11.506,-0.069
1965,1,1,11.463,-0.078
1965,1,2,11.474,-0.06
1965,1,3,11.458,-0.067
1965,1,4,11.447,-0.072
1965,1,5,11.403,-0.109
1965,1,6,11.398,-0.107
1965,1,7,11.371,-0.128
1965,1,8,11.386,-0.107
1965,1,9,11.386,-0.103
1965,1,10,11.352,-0.132
1965,1,11,11.361,-0.119
1965,1,12,11.444,-0.035
1965,1,13,11.556,0.079
1965,1,14,11.644,0.168
1965,1,15,11.703,0.229
1965,1,16,11.755,0.281
1965,1,17,11.856,0.383
1965,1,18,11.932,0.458
1965,1,19,11.983,0.508
1965,1,20,12.02,0.544
1965,1,21,11.977,0.499
1965,1,22,12.005,0.523
1965,1,23,11.978,0.491
1965,1,24,11.983,0.49
1965,1,25,11.993,0.494
1965,1,26,11.995,0.49
1965,1,27,11.946,0.434
1965,1,28,11.857,0.337
1965,1,29,11.872,0.345
1965,1,30,11.911,0.376
1965,1,31,11.884,0.338
1965,2,1,11.812,0.256
1965,2,2,11.727,0.16
1965,2,3,11.686,0.108
1965,2,4,11.658,0.068
1965,2,5,11.697,0.095
1965,2,6,11.749,0.134
1965,2,7,11.809,0.181
1965,2,8,11.862,0.219
1965,2,9,11.808,0.15
1965,2,10,11.739,0.066
1965,2,11,11.746,0.057
1965,2,12,11.759,0.055
1965,2,13,11.761,0.042
1965,2,14,11.734,-0.001
1965,2,15,11.746,-0.005
1965,2,16,11.775,0.008
1965,2,17,11.822,0.037
1965,2,18,11.873,0.07
1965,2,19,11.91,0.089
1965,2,20,11.957,0.117
1965,2,21,11.968,0.109
1965,2,22,12.024,0.146
1965,2,23,12.05,0.154
1965,2,24,12.041,0.125
1965,2,25,12.119,0.182
1965,2,26,12.251,0.292
1965,2,27,12.35,0.368
1965,2,28,12.415,0.411
1965,3,1,12.398,0.37
1965,3,2,12.354,0.303
1965,3,3,12.326,0.251
1965,3,4,12.41,0.311
1965,3,5,12.528,0.404
1965,3,6,12.569,0.42
1965,3,7,12.544,0.369
1965,3,8,12.529,0.328
1965,3,9,12.57,0.344
1965,3,10,12.606,0.353
1965,3,11,12.624,0.345
1965,3,12,12.618,0.313
1965,3,13,12.621,0.288
1965,3,14,12.604,0.242
1965,3,15,12.647,0.255
1965,3,16,12.671,0.248
1965,3,17,12.703,0.249
1965,3,18,12.67,0.184
1965,3,19,12.638,0.122
1965,3,20,12.621,0.074
1965,3,21,12.616,0.038
1965,3,22,12.619,0.01
1965,3,23,12.607,-0.033
1965,3,24,12.618,-0.053
1965,3,25,12.652,-0.049
1965,3,26,12.721,-0.011
1965,3,27,12.746,-0.017
1965,3,28,12.827,0.033
1965,3,29,12.876,0.051
1965,3,30,12.911,0.055
1965,3,31,12.985,0.098
1965,4,1,13.044,0.124
1965,4,2,13.103,0.151
1965,4,3,13.136,0.151
1965,4,4,13.14,0.121
1965,4,5,13.094,0.042
1965,4,6,13.138,0.052
1965,4,7,13.191,0.071
1965,4,8,13.209,0.054
1965,4,9,13.207,0.016
1965,4,10,13.21,-0.015
1965,4,11,13.236,-0.024
1965,4,12,13.298,0.003
1965,4,13,13.373,0.045
1965,4,14,13.515,0.153
1965,4,15,13.603,0.208
1965,4,16,13.625,0.197
1965,4,17,13.713,0.254
1965,4,18,13.761,0.27
1965,4,19,13.752,0.229
1965,4,20,13.723,0.167
1965,4,21,13.727,0.137
1965,4,22,13.807,0.184
1965,4,23,13.89,0.234
1965,4,24,13.921,0.232
1965,4,25,13.943,0.22
1965,4,26,13.996,0.24
1965,4,27,14.027,0.237
1965,4,28,14.056,0.232
1965,4,29,14.134,0.277
1965,4,30,14.184,0.295
1965,5,1,14.202,0.281
1965,5,2,14.215,0.261
1965,5,3,14.246,0.261
1965,5,4,14.241,0.226
1965,5,5,14.237,0.192
1965,5,6,14.265,0.191
1965,5,7,14.349,0.247
1965,5,8,14.436,0.306
1965,5,9,14.532,0.373
1965,5,10,14.609,0.421
1965,5,11,14.617,0.401
1965,5,12,14.623,0.377
1965,5,13,14.631,0.356
1965,5,14,14.681,0.377
1965,5,15,14.678,0.344
1965,5,16,14.667,0.304
1965,5,17,14.58,0.187
1965,5,18,14.524,0.1
1965,5,19,14.538,0.086
1965,5,20,14.551,0.069
1965,5,21,14.623,0.111
1965,5,22,14.701,0.16
1965,5,23,14.749,0.18
1965,5,24,14.776,0.178
1965,5,25,14.864,0.239
1965,5,26,14.949,0.296
1965,5,27,15.048,0.368
1965,5,28,15.146,0.438
1965,5,29,15.149,0.415
1965,5,30,15.088,0.326
1965,5,31,15.047,0.259
1965,6,1,15.125,0.31
1965,6,2,15.226,0.385
1965,6,3,15.2,0.334
1965,6,4,15.183,0.292
1965,6,5,15.163,0.247
1965,6,6,15.099,0.158
1965,6,7,15.087,0.12
1965,6,8,15.166,0.176
1965,6,9,15.27,0.258
1965,6,10,15.311,0.278
1965,6,11,15.326,0.271
1965,6,12,15.32,0.245
1965,6,13,15.328,0.233
1965,6,14,15.448,0.334
1965,6,15,15.489,0.357
1965,6,16,15.502,0.353
1965,6,17,15.443,0.278
1965,6,18,15.414,0.233
1965,6,19,15.37,0.173
1965,6,20,15.375,0.163
1965,6,21,15.353,0.127
1965,6,22,15.301,0.062
1965,6,23,15.316,0.064
1965,6,24,15.263,-0.002
1965,6,25,15.243,-0.034
1965,6,26,15.301,0.013
1965,6,27,15.303,0.004
1965,6,28,15.382,0.072
1965,6,29,15.471,0.151
1965,6,30,15.509,0.179
1965,7,1,15.528,0.189
1965,7,2,15.586,0.237
1965,7,3,15.687,0.33
1965,7,4,15.719,0.353
1965,7,5,15.659,0.286
1965,7,6,15.639,0.258
1965,7,7,15.599,0.212
1965,7,8,15.601,0.207
1965,7,9,15.613,0.214
1965,7,10,15.604,0.2
1965,7,11,15.549,0.14
1965,7,12,15.566,0.15
1965,7,13,15.652,0.231
1965,7,14,15.704,0.278
1965,7,15,15.696,0.266
1965,7,16,15.632,0.198
1965,7,17,15.487,0.048
1965,7,18,15.464,0.021
1965,7,19,15.473,0.026
1965,7,20,15.479,0.029
1965,7,21,15.536,0.083
1965,7,22,15.582,0.126
1965,7,23,15.637,0.179
1965,7,24,15.657,0.198
1965,7,25,15.612,0.151
1965,7,26,15.587,0.126
1965,7,27,15.554,0.093
1965,7,28,15.551,0.09
1965,7,29,15.526,0.066
1965,7,30,15.601,0.144
1965,7,31,15.7,0.245
1965,8,1,15.797,0.343
1965,8,2,15.807,0.357
1965,8,3,15.758,0.311
1965,8,4,15.606,0.164
1965,8,5,15.562,0.126
1965,8,6,15.466,0.035
1965,8,7,15.42,-0.004
1965,8,8,15.419,0.001
1965,8,9,15.425,0.014
1965,8,10,15.386,-0.017
1965,8,11,15.365,-0.031
1965,8,12,15.341,-0.045
1965,8,13,15.359,-0.017
1965,8,14,15.427,0.062
1965,8,15,15.413,0.06
1965,8,16,15.46,0.12
1965,8,17,15.455,0.129
1965,8,18,15.402,0.092
1965,8,19,15.363,0.07
1965,8,20,15.359,0.081
1965,8,21,15.395,0.134
1965,8,22,15.451,0.207
1965,8,23,15.488,0.263
1965,8,24,15.417,0.21
1965,8,25,15.441,0.253
1965,8,26,15.442,0.273
1965,8,27,15.378,0.23
1965,8,28,15.318,0.19
1965,8,29,15.28,0.173
1965,8,30,15.223,0.138
1965,8,31,15.197,0.135
1965,9,1,15.161,0.122
1965,9,2,15.075,0.059
1965,9,3,15.001,0.009
1965,9,4,14.879,-0.09
1965,9,5,14.813,-0.132
1965,9,6,14.816,-0.104
1965,9,7,14.885,-0.011
1965,9,8,14.912,0.041
1965,9,9,14.94,0.094
1965,9,10,14.892,0.072
1965,9,11,14.8,0.007
1965,9,12,14.748,-0.018
1965,9,13,14.746,0.008
1965,9,14,14.773,0.063
1965,9,15,14.755,0.074
1965,9,16,14.708,0.055
1965,9,17,14.623,-0.002
1965,9,18,14.601,0.005
1965,9,19,14.642,0.074
1965,9,20,14.67,0.132
1965,9,21,14.68,0.172
1965,9,22,14.706,0.228
1965,9,23,14.734,0.286
1965,9,24,14.67,0.253
1965,9,25,14.528,0.141
1965,9,26,14.437,0.082
1965,9,27,14.434,0.111
1965,9,28,14.425,0.134
1965,9,29,14.358,0.1
1965,9,30,14.302,0.077
1965,10,1,14.225,0.034
1965,10,2,14.139,-0.018
1965,10,3,14.126,0.004
1965,10,4,14.13,0.043
1965,10,5,14.123,0.07
1965,10,6,14.088,0.072
1965,10,7,14.147,0.167
1965,10,8,14.193,0.25
1965,10,9,14.095,0.189
1965,10,10,13.95,0.081
1965,10,11,13.886,0.055
1965,10,12,13.871,0.078
1965,10,13,13.906,0.151
1965,10,14,13.921,0.205
1965,10,15,13.892,0.216
1965,10,16,13.869,0.233
1965,10,17,13.84,0.244
1965,10,18,13.793,0.237
1965,10,19,13.749,0.233
1965,10,20,13.684,0.207
1965,10,21,13.648,0.21
1965,10,22,13.589,0.19
1965,10,23,13.578,0.218
1965,10,24,13.496,0.174
1965,10,25,13.356,0.072
1965,10,26,13.33,0.084
1965,10,27,13.354,0.146
1965,10,28,13.315,0.145
1965,10,29,13.197,0.064
1965,10,30,13.132,0.036
1965,10,31,13.133,0.074
1965,11,1,13.146,0.124
1965,11,2,13.128,0.145
1965,11,3,13.048,0.102
1965,11,4,12.926,0.018
1965,11,5,12.884,0.013
1965,11,6,12.951,0.117
1965,11,7,13.028,0.231
1965,11,8,12.981,0.22
1965,11,9,12.891,0.165
1965,11,10,12.784,0.094
1965,11,11,12.708,0.054
1965,11,12,12.636,0.016
1965,11,13,12.58,-0.005
1965,11,14,12.607,0.055
1965,11,15,12.662,0.142
1965,11,16,12.661,0.173
1965,11,17,12.589,0.132
1965,11,18,12.623,0.198
1965,11,19,12.663,0.267
1965,11,20,12.658,0.293
1965,11,21,12.629,0.295
1965,11,22,12.625,0.322
1965,11,23,12.528,0.255
1965,11,24,12.443,0.2
1965,11,25,12.393,0.179
1965,11,26,12.383,0.199
1965,11,27,12.362,0.207
1965,11,28,12.366,0.239
1965,11,29,12.309,0.209
1965,11,30,12.227,0.154
1965,12,1,12.176,0.129
1965,12,2,12.203,0.181
1965,12,3,12.264,0.267
1965,12,4,12.295,0.322
1965,12,5,12.297,0.346
1965,12,6,12.247,0.318
1965,12,7,12.188,0.28
1965,12,8,12.164,0.276
1965,12,9,12.151,0.283
1965,12,10,12.172,0.324
1965,12,11,12.195,0.366
1965,12,12,12.156,0.346
1965,12,13,12.062,0.27
1965,12,14,12.021,0.247
1965,12,15,11.99,0.232
1965,12,16,11.898,0.155
1965,12,17,11.811,0.083
1965,12,18,11.721,0.007
1965,12,19,11.755,0.055
1965,12,20,11.785,0.098
1965,12,21,11.76,0.086
1965,12,22,11.803,0.141
1965,12,23,11.859,0.209
1965,12,24,11.849,0.212
1965,12,25,11.842,0.216
1965,12,26,11.83,0.217
1965,12,27,11.887,0.284
1965,12,28,11.926,0.334
1965,12,29,11.941,0.358
1965,12,30,11.954,0.381
1965,12,31,11.999,0.436
1966,1,1,11.965,0.424
1966,1,2,11.923,0.39
1966,1,3,11.926,0.4
1966,1,4,11.9,0.381
1966,1,5,11.825,0.313
1966,1,6,11.728,0.223
1966,1,7,11.653,0.154
1966,1,8,11.625,0.131
1966,1,9,11.574,0.086
1966,1,10,11.492,0.008
1966,1,11,11.517,0.037
1966,1,12,11.559,0.08
1966,1,13,11.568,0.091
1966,1,14,11.472,-0.004
1966,1,15,11.422,-0.053
1966,1,16,11.459,-0.015
1966,1,17,11.498,0.025
1966,1,18,11.513,0.04
1966,1,19,11.554,0.079
1966,1,20,11.62,0.144
1966,1,21,11.65,0.172
1966,1,22,11.646,0.165
1966,1,23,11.7,0.213
1966,1,24,11.775,0.283
1966,1,25,11.904,0.405
1966,1,26,11.884,0.378
1966,1,27,11.831,0.318
1966,1,28,11.88,0.36
1966,1,29,11.906,0.379
1966,1,30,11.896,0.36
1966,1,31,11.906,0.36
1966,2,1,11.977,0.421
1966,2,2,11.957,0.39
1966,2,3,11.909,0.33
1966,2,4,11.865,0.275
1966,2,5,11.897,0.295
1966,2,6,11.978,0.363
1966,2,7,12.031,0.403
1966,2,8,12.048,0.405
1966,2,9,12.011,0.353
1966,2,10,11.968,0.295
1966,2,11,11.911,0.222
1966,2,12,11.891,0.186
1966,2,13,11.917,0.197
1966,2,14,11.977,0.242
1966,2,15,11.955,0.204
1966,2,16,11.968,0.201
1966,2,17,11.95,0.165
1966,2,18,11.911,0.108
1966,2,19,11.861,0.04
1966,2,20,11.934,0.094
1966,2,21,11.998,0.14
1966,2,22,12.047,0.17
1966,2,23,12.156,0.259
1966,2,24,12.311,0.394
1966,2,25,12.467,0.53
1966,2,26,12.569,0.61
1966,2,27,12.596,0.615
1966,2,28,12.599,0.594
1966,3,1,12.58,0.552
1966,3,2,12.528,0.477
1966,3,3,12.465,0.39
1966,3,4,12.467,0.367
1966,3,5,12.435,0.311
1966,3,6,12.417,0.268
1966,3,7,12.422,0.247
1966,3,8,12.432,0.231
1966,3,9,12.514,0.287
1966,3,10,12.621,0.369
1966,3,11,12.68,0.401
1966,3,12,12.72,0.415
1966,3,13,12.779,0.446
1966,3,14,12.771,0.409
1966,3,15,12.771,0.379
1966,3,16,12.75,0.327
1966,3,17,12.746,0.292
1966,3,18,12.701,0.216
1966,3,19,12.73,0.213
1966,3,20,12.761,0.214
1966,3,21,12.815,0.237
1966,3,22,12.868,0.26
1966,3,23,12.881,0.241
1966,3,24,12.948,0.278
1966,3,25,12.992,0.291
1966,3,26,13.083,0.351
1966,3,27,13.138,0.376
1966,3,28,13.185,0.392
1966,3,29,13.265,0.441
1966,3,30,13.332,0.476
1966,3,31,13.43,0.543
1966,4,1,13.481,0.561
1966,4,2,13.409,0.457
1966,4,3,13.348,0.363
1966,4,4,13.375,0.356
1966,4,5,13.404,0.352
1966,4,6,13.441,0.355
1966,4,7,13.474,0.353
1966,4,8,13.502,0.347
1966,4,9,13.54,0.35
1966,4,10,13.569,0.344
1966,4,11,13.575,0.315
1966,4,12,13.577,0.282
1966,4,13,13.607,0.278
1966,4,14,13.637,0.275
1966,4,15,13.639,0.244
1966,4,16,13.63,0.202
1966,4,17,13.632,0.173
1966,4,18,13.692,0.201
1966,4,19,13.747,0.224
1966,4,20,13.738,0.181
1966,4,21,13.736,0.147
1966,4,22,13.778,0.155
1966,4,23,13.831,0.175
1966,4,24,13.891,0.201
1966,4,25,13.9,0.177
1966,4,26,13.922,0.165
1966,4,27,13.904,0.113
1966,4,28,13.948,0.124
1966,4,29,13.997,0.14
1966,4,30,14.031,0.142
1966,5,1,14.088,0.166
1966,5,2,14.204,0.25
1966,5,3,14.246,0.261
1966,5,4,14.294,0.278
1966,5,5,14.36,0.315
1966,5,6,14.409,0.335
1966,5,7,14.436,0.334
1966,5,8,14.421,0.29
1966,5,9,14.383,0.225
1966,5,10,14.38,0.192
1966,5,11,14.401,0.185
1966,5,12,14.458,0.212
1966,5,13,14.531,0.256
1966,5,14,14.563,0.259
1966,5,15,14.577,0.243
1966,5,16,14.617,0.254
1966,5,17,14.693,0.3
1966,5,18,14.697,0.274
1966,5,19,14.688,0.235
1966,5,20,14.724,0.241
1966,5,21,14.774,0.263
1966,5,22,14.789,0.248
1966,5,23,14.803,0.234
1966,5,24,14.909,0.311
1966,5,25,14.924,0.299
1966,5,26,14.982,0.329
1966,5,27,15.007,0.327
1966,5,28,15.029,0.322
1966,5,29,15.099,0.365
1966,5,30,15.175,0.413
1966,5,31,15.189,0.4
1966,6,1,15.248,0.433
1966,6,2,15.307,0.467
1966,6,3,15.361,0.496
1966,6,4,15.423,0.532
1966,6,5,15.362,0.446
1966,6,6,15.331,0.39
1966,6,7,15.375,0.409
1966,6,8,15.447,0.457
1966,6,9,15.469,0.457
1966,6,10,15.423,0.389
1966,6,11,15.357,0.302
1966,6,12,15.33,0.256
